,date,draw,top_100
0,2023-01-23,MS,"1 Viktor AXELSEN MS 114156
2 Anthony Sinisuka GINTING MS 77579
3 Jonatan CHRISTIE MS 77462
4 LEE Zii Jia MS 76588
5 CHOU Tien Chen MS 76476
6 Kunlavut VITIDSARN MS 72229
7 Kodai NARAOKA MS 70520
8 LOH Kean Yew MS 69244
9 PRANNOY H. S. MS 64280
10 LU Guangzu MS 58230
11 ZHAO Junpeng MS 55161
12 Lakshya SEN MS 54714
13 Kenta NISHIMOTO MS 51169
14 KIDAMBI Srikanth MS 50651
15 Rasmus GEMKE MS 50251
16 LEE Cheuk Yiu MS 49331
17 Kanta TSUNEYAMA MS 49328
18 NG Ka Long Angus MS 48967
19 Kento MOMOTA MS 48444
20 LI Shifeng MS 47543
21 Anders ANTONSEN MS 46953
22 WANG Tzu Wei MS 46946
23 Chico Aura DWI WARDOYO MS 46698
24 WENG Hongyang MS 43113
25 Toma Junior POPOV MS 43063
26 Shesar Hiren RHUSTAVITO MS 42733
27 SHI Yuqi MS 42550
28 Tze Yong NG MS 40694
29 Kantaphon WANGCHAROEN MS 40642
30 Brian YANG MS 39740
31 LIEW Daren MS 39239
32 Sitthikom THAMMASIN MS 38926
33 Nhat NGUYEN MS 37199
34 Hans-Kristian Solberg VITTINGHUS MS 36392
35 LIN Chun-Yi MS 34030
36 Misha ZILBERMAN MS 33704
37 HEO Kwang Hee MS 33675
38 Mark CALJOUW MS 32530
39 Christo POPOV MS 31280
40 Brice LEVERDEZ MS 30370
41 Arnaud MERKLE MS 30323
42 Mithun MANJUNATH MS 29471
43 Kiran GEORGE MS 29217
44 Kevin CORDON MS 27587
45 Koki WATANABE MS 27180
46 Sameer VERMA MS 26960
47 CHEAM June Wei MS 26910
48 Victor SVENDSEN MS 26840
49 Ygor COELHO MS 26489
50 Chia Hao LEE MS 25710
51 SAI PRANEETH B. MS 25660
52 Luís Enrique PEÑALVER MS 24933
53 Meiraba LUWANG MS 24570
54 Priyanshu RAJAWAT MS 24506
55 Mads CHRISTOPHERSEN MS 24400
56 SOONG Joo Ven MS 24360
57 Jan LOUDA MS 23540
58 PARUPALLI Kashyap MS 23430
59 Magnus JOHANNESEN MS 22900
60 Jason Anthony HO-SHUE MS 22267
61 Kai SCHAEFER MS 21552
62 Riku HATANO MS 21304
63 Jia Heng Jason TEH MS 21259
64 JEON Hyeok Jin MS 20999
65 LEONG Jun Hao MS 20967
66 Uriel Francisco CANJURA ARTIGA MS 20950
67 CHI Yu Jen MS 20910
68 Tommy SUGIARTO MS 20780
69 Alex LANIER MS 20765
70 Kalle KOLJONEN MS 20591
71 Minoru KOGA MS 20560
72 Felix BURESTEDT MS 20465
73 Yushi TANAKA MS 20230
74 LU Chia Hung MS 20209
75 Ikhsan Leonardo Imanuel RUMBAY MS 20041
76 DANYLO BOSNIUK MS 19878
77 Jonathan MATIAS MS 19835
78 Christian ADINATA MS 19511
79 SU Li Yang MS 19320
80 Ade Resky DWICAHYO MS 18900
81 Max WEISSKIRCHEN MS 18480
82 SON Wan Ho MS 18340
83 Lucas CLAERBOUT MS 18290
84 Joran KWEEKEL MS 17973
85 Kartikey GULSHAN KUMAR MS 17960
86 Bernardo ATILANO MS 17818
87 Aidil Sholeh ALI SADIKIN MS 17387
88 Sathish Kumar KARUNAKARAN MS 17280
89 Julien CARRAGGI MS 17158
90 Thomas ROUXEL MS 17110
91 Luka WRABER MS 16623
92 Giovanni TOTI MS 16252
93 Pablo ABIAN MS 16250
94 CHEN Chi Ting MS 16150
95 Seng Zoe YEOH MS 16080
96 SUN Feixiang MS 16000
97 Milan DRATVA MS 15750
98 S.Sankar Muthusamy SUBRAMANIAN MS 15570
99 Khosit PHETPRADAB MS 15269
100 CHAN Yin Chak MS 15183"
1,2023-01-23,WS,"1 Akane YAMAGUCHI WS 105913
2 Se Young AN WS 95453
3 TAI Tzu Ying WS 91745
4 CHEN Yufei WS 91556
5 HE Bingjiao WS 82564
6 Ratchanok INTANON WS 72309
7 WANG Zhiyi WS 69558
8 PUSARLA V. Sindhu WS 68288
9 Carolina MARIN WS 67970
10 Pornpawee CHOCHUWONG WS 60755
11 HAN Yue WS 59960
12 Busanan ONGBAMRUNGPHAN WS 57624
13 Nozomi OKUHARA WS 55190
14 Gregoria Mariska TUNJUNG WS 53631
15 Michelle LI WS 53500
16 Kirsty GILMOUR WS 44989
17 Wen Chi HSU WS 44349
18 Line Højmark KJAERSFELDT WS 43804
19 ZHANG Yiman WS 43176
20 Beiwen ZHANG WS 42790
21 KIM Ga Eun WS 42761
22 Iris WANG WS 42710
23 Saena KAWAKAMI WS 40944
24 Supanida KATETHONG WS 40190
25 Mia BLICHFELDT WS 40049
26 Sayaka TAKAHASHI WS 38793
27 Yvonne LI WS 38502
28 Saina NEHWAL WS 37980
29 GOH Jin Wei WS 37811
30 Phittayaporn CHAIWAN WS 37568
31 Line CHRISTOPHERSEN WS 37539
32 PAI Yu Po WS 36410
33 Aya OHORI WS 35990
34 Natsuki NIDAIRA WS 34041
35 YEO Jia Min WS 32580
36 SUNG Shuo Yun WS 32121
37 Malvika BANSOD WS 31980
38 Julie Dawall JAKOBSEN WS 31909
39 Lianne TAN WS 31453
40 Riko GUNJI WS 31081
41 AAKARSHI KASHYAP WS 30391
42 QI Xuefei WS 30140
43 Kristin KUUBA WS 28931
44 Putri Kusuma WARDANI WS 28863
45 Clara AZURMENDI WS 28576
46 SIM Yu Jin WS 28364
47 Lauren LAM WS 28069
48 KISONA Selvaduray WS 27369
49 Wendy ZHANG WS 26963
50 Thuy Linh NGUYEN WS 26870
51 LéOnice HUET WS 26712
52 Ashmita CHALIHA WS 26527
53 Tasnim MIR WS 25270
54 Talia NG WS 23777
55 Komang Ayu Cahya DEWI WS 23012
56 THET HTAR THUZAR WS 22920
57 Rachel CHAN WS 22699
58 GADDE Ruthvika Shivani WS 21650
59 IRA SHARMA WS 20980
60 Jenjira STADELMANN WS 20913
61 Hirari MIZUI WS 20690
62 Anupama UPADHYAYA WS 20390
63 TANYA HEMANTH WS 19280
64 Haramara GAITAN WS 18948
65 Ksenia POLIKARPOVA WS 18520
66 Jennie GAI WS 18427
67 Yaelle HOYAUX WS 18365
68 Polina BUHROVA WS 18084
69 Rachael DARRAGH WS 17735
70 LIN Hsiang Ti WS 17730
71 Daniella GONDA WS 17120
72 Ester Nurumi Tri WARDOYO WS 16970
73 Rituparna DAS WS 16770
74 Tereza ŠVÁBÍKOVÁ WS 16691
75 Asuka TAKAHASHI WS 16660
76 SAMIYA IMAD FAROOQUI WS 16530
77 Agnes KOROSI WS 16490
78 Martina REPISKA WS 16426
79 Ruselli HARTAWAN WS 16390
80 Hsuan-Yu Wendy CHEN WS 16386
81 HUANG Ching Ping WS 16230
82 Juliana Viana VIEIRA WS 16121
83 INSYIRAH Khan WS 16040
84 Aditi BHATT WS 16030
85 Yulia Yosephin SUSANTO WS 15910
86 Amalie SCHULZ WS 15370
87 Vivien SANDORHAZI WS 15129
88 Beatriz CORRALES WS 15042
89 Jordan HART WS 14540
90 Ines Lucia CASTILLO SALAZAR WS 14514
91 Nikte Alejandra SOTOMAYOR WS 14376
92 Vanessa Maricela GARCIA CONTRERAS WS 14078
93 Fernanda SAPONARA RIVVA WS 14074
94 Frederikke LUND WS 14050
95 MANSI SINGH WS 14000
96 Doha HANY WS 13909
97 Ishika JAISWAL WS 13810
98 LIANG Ting Yu WS 13790
99 SMIT TOSHNIWAL WS 13630
100 Pitchamon OPATNIPUT WS 13610"
2,2023-01-23,MD,"1 Fajar ALFIAN / Muhammad Rian ARDIANTO MD 92855
2 Aaron CHIA / SOH Wooi Yik MD 84518
3 Mohammad AHSAN / Hendra SETIAWAN MD 80225
4 Takuro HOKI / Yugo KOBAYASHI MD 74740
5 LIU Yuchen / OU Xuanyi MD 73672
6 Satwiksairaj RANKIREDDY / Chirag SHETTY MD 70046
7 LIANG Weikeng / WANG Chang MD 67370
8 Kim ASTRUP / Anders Skaarup RASMUSSEN MD 67009
9 ONG Yew Sin / TEO Ee Yi MD 65080
10 CHOI SolGyu / KIM Won Ho MD 60531
11 GOH Sze Fei / Nur IZZUDDIN MD 59725
12 Muhammad Shohibul FIKRI / Bagas MAULANA MD 57182
13 Min Hyuk KANG / SEO Seung Jae MD 55406
14 LEE Yang / WANG Chi-Lin MD 54388
15 LU Ching Yao / YANG Po Han MD 53759
16 Mark LAMSFUSS / Marvin SEIDEL MD 53538
17 Leo Rolly CARNANDO / Daniel MARTHIN MD 52027
18 Marcus Fernaldi GIDEON / Kevin Sanjaya SUKAMULJO MD 52000
19 Ben LANE / Sean VENDY MD 51718
20 Pramudya Kusumawardana RIYANTO / Yeremia Erich Yoche YACOB MD 45197
21 HE Jiting / ZHOU Haodong MD 44216
22 Alexander DUNN / Adam HALL MD 40487
23 M.R. ARJUN / DHRUV KAPILA MD 40238
24 MAN Wei Chong / Kai Wun TEE MD 40166
25 Akira KOGA / Taichi SAITO MD 40017
26 REN Xiangyu / TAN Qiang MD 39603
27 HEE Yong Kai Terry / LOH Kean Hean MD 38387
28 Ruben JILLE / Ties VAN DER LECQ MD 37287
29 LEE Jhe-Huei / YANG Po-Hsuan MD 36830
30 Jeppe BAY / Lasse MØLHEDE MD 36803
31 Keiichiro MATSUI / Yoshinori TAKEUCHI MD 35101
32 Christo POPOV / Toma Junior POPOV MD 34788
33 Supak JOMKOH / Kittinupong KEDREN MD 34570
34 Krishna Prasad GARAGA / VISHNU VARDHAN GOUD PANJALA MD 32981
35 Hiroki OKAMURA / Masayuki ONODERA MD 32460
36 Chaloempon CHAROENKITAMORN / Nanthakarn YORDPHAISONG MD 30070
37 Christopher GRIMLEY / Matthew GRIMLEY MD 30028
38 Lucas CORVEE / Ronan LABAR MD 29670
39 Fabien DELRUE / William VILLEGER MD 29435
40 TAN Kian Meng / TAN Wee Kiong MD 28400
41 Rasmus KJÆR / Frederik SØGAARD MD 28240
42 SU Ching Heng / YE Hong Wei MD 27843
43 Ayato ENDO / Yuta TAKEI MD 27482
44 DONG Adam (Xingyu) / Nyl YAKURA MD 26900
45 CHANG Ko-Chi / PO Li-Wei MD 26900
46 M HAIKAL Muhammad Nazri / Shaharuddin Junaidi W M ARIF MD 26630
47 Ravikrishna PS / Sankar Prasad UDAYAKUMAR MD 24692
48 CHIU Hsiang Chieh / YANG Ming-Tse MD 24120
49 KIM Gi Jung / KIM Sa Rang MD 23520
50 Ondrej KRÁL / Adam MENDREK MD 23078
51 Shuntaro MEZAKI / Haruya NISHIDA MD 22482
52 BOON Xin Yuan / Tien Ci WONG MD 22460
53 Kevin LEE / Ty Alexander LINDEMAN MD 22130
54 Vinson CHIU / Joshua YUAN MD 22062
55 Sabar Karyaman GUTAMA / Moh Reza Pahlevi ISFAHANI MD 22050
56 Rory EASTON / Zach RUSS MD 21957
57 Koceila MAMMERI / Youcef Sabri MEDEL MD 21180
58 LIN Yu Chieh / SU Li Wei MD 21020
59 Nur Mohd Azriyn Ayub AZRIYN / LIM Khim Wah MD 20930
60 Joshua MAGEE / Paul REYNOLDS MD 20889
61 Torjus FLAATTEN / Vegard RIKHEIM MD 20872
62 GOH V Shem / LOW Juan Shen MD 20650
63 Takuto INOUE / Kenya MITSUHASHI MD 20060
64 Yee Jun CHANG / Roy King YAP MD 19820
65 Ishaan BHATNAGAR / Saipratheek. K KRISHNAPRASAD MD 19250
66 CHIA Wei Jie / LOW Hang Yee MD 18650
67 Job CASTILLO / Luis Armando MONTOYA NAVARRO MD 18599
68 Emil LAURITZEN / Mads VESTERGAARD MD 18520
69 Anibal MARROQUIN / SOLIS JONATHAN MD 17796
70 Achutaditya Rao DODDAVARAPU / Venkata Harsha Vardhan Rayudu VEERAMREDDY MD 17760
71 Masato TAKANO / Katsuki TAMATE MD 17600
72 Bjarne GEISS / Jan Colin VÖLKER MD 17576
73 Callum HEMMING / Steven STALLWOOD MD 17370
74 WEI Chun Wei / WU Guan Xun MD 17240
75 Jones Ralfy JANSEN / Jan Colin VÖLKER MD 17167
76 Fang-Chih LEE / Fang-Jen LEE MD 16570
77 Joan MONROY / Carlos PIRIS MD 16545
78 Jaromir JANACEK / Tomáš ŠVEJDA MD 15480
79 LAW Cheuk Him / LEE Chun Hei Reginald MD 14934
80 Shyam PRASAD / S. Sunjith (Jr) MD 14910
81 Yong JIN / NA Sung Seung MD 14635
82 Tanadon PUNPANICH / Wachirawit SOTHON MD 14380
83 Peeradon TERMTHANASAK / Worrapol THONGSA-NGA MD 14250
84 Joel EIPE / Daniel LUNDGAARD MD 13070
85 Joel HANSSON / Melker Z-BEXELL MD 12898
86 Kenji LOVANG / Leo ROSSI MD 12810
87 Andreas SØNDERGAARD / Jesper TOFT MD 12740
88 Sirawit SOTHON / Natthapat TRINKAJEE MD 12590
89 Fabricio FARIAS / Francielton FARIAS MD 12302
90 Bjarne GEISS / Daniel HESS MD 12225
91 Muhammad Rayhan Nur FADILLAH / Rahmat HIDAYAT MD 12060
92 Christian BERNARDO / Alvin MORADA MD 11930
93 Mohamed Abderrahime BELARBI / Adel HAMEK MD 11839
94 CHOW Hin Long / LUI Chun Wai MD 11665
95 Panjer Aji Siloka DADIARA / Bryan Sidney ELOHIM MD 11600
96 Raymond INDRA / Daniel Edgar MARVINO MD 10980
97 Glib BEKETOV / Mykhaylo MAKHNOVSKIY MD 10906
98 Jose GUEVARA / Diego MINI MD 10900
99 Manjit Singh KHWAIRAKPAM / Dingku Singh KONTHOUJAM MD 10493
100 Ivan RUSEV / Iliyan STOYNOV MD 10455"
3,2023-01-23,WD,"1 CHEN Qingchen / JIA Yifan WD 107166
2 Nami MATSUYAMA / Chiharu SHIDA WD 88593
3 JEONG Na Eun / KIM Hye Jeong WD 77890
4 ZHANG Shuxian / ZHENG Yu WD 76870
5 Apriyani RAHAYU / Siti Fadia Silva RAMADHANTI WD 70300
6 TAN Pearly Koong Le / Muralitharan THINAAH WD 69955
7 KIM So Yeong / KONG Hee Yong WD 69895
8 Jongkolphan KITITHARAKUL / Rawinda PRAJONGJAI WD 67857
9 LEE So Hee / SHIN Seung Chan WD 63890
10 Mayu MATSUMOTO / Wakana NAGAHARA WD 63028
11 Yuki FUKUSHIMA / Sayaka HIROTA WD 62651
12 Gabriela STOEVA / Stefani STOEVA WD 61274
13 Benyapa AIMSAARD / Nuntakarn AIMSAARD WD 60385
14 DU Yue / LI Wenmei WD 57305
15 BAEK Ha Na / LEE Yu Lim WD 50669
16 Rin IWANAGA / Kie NAKANISHI WD 44390
17 Treesa JOLLY / GAYATRI GOPICHAND PULLELA WD 44250
18 Vivian HOO / LIM Chiew Sien WD 44070
19 Febriana Dwipuji KUSUMA / Amalia Cahaya PRATIWI WD 43488
20 LIU Xuanxuan / XIA Yuting WD 41470
21 Supissara PAEWSAMPRAN / Puttita SUPAJIRAKUL WD 38740
22 Maiken FRUERGAARD / Sara THYGESEN WD 38655
23 Linda EFLER / Isabel HERTTRICH WD 38310
24 Yujia JIN / WONG Jia Ying Crystal WD 38260
25 Anna Ching Yik CHEONG / TEOH Mei Xing WD 37945
26 Debora JILLE / Cheryl SEINEN WD 37231
27 Rachel HONDERICH / Kristen TSAI WD 36515
28 Rui HIROKAMI / Yuna KATO WD 34970
29 LEE Chia Hsin / TENG Chun Hsun WD 34840
30 Margot LAMBERT / Anne TRAN WD 34820
31 YEUNG Nga Ting / YEUNG Pui Lam WD 34208
32 Julie MACPHERSON / Ciara TORRANCE WD 32734
33 Catherine CHOI / Josephine WU WD 30982
34 Srivedya GURAZADA / Ishika JAISWAL WD 30620
35 Mariia STOLIARENKO / Yelyzaveta ZHARKA WD 30347
36 Ashwini BHAT K. / Shikha GAUTAM WD 29850
37 Stine KÜSPERT / Emma MOSZCZYNSKI WD 29694
38 Clara AZURMENDI / Beatriz CORRALES WD 27637
39 Jaqueline LIMA / Samia LIMA WD 27292
40 Ashwini PONNAPPA / REDDY N. Sikki WD 27220
41 HSU Ya Ching / LIN Wan Ching WD 26630
42 NG Tsz Yau / TSANG Hiu Yan WD 26380
43 Martina CORSINI / Judith MAIR WD 25667
44 LOW Yeen Yuan / Zi Xuan VALEREE SIOW WD 24275
45 Annie XU / Kerry XU WD 23840
46 Francesca CORBETT / Allison LEE WD 23116
47 Christine BUSCH / Amalie SCHULZ WD 22990
48 SUNG Shuo Yun / YU Chien Hui WD 22910
49 Kati-Kreet MARRAN / Helina RÜÜTEL WD 22860
50 CHANG Ching Hui / YANG Ching Tun WD 22070
51 Kate FROST / Moya RYAN WD 21906
52 Chloe BIRCH / Jessica PUGH WD 21190
53 Simran SINGHI / Ritika THAKER WD 21127
54 Haritha MANAZHIYIL HARINARAYANAN / Ashna ROY WD 19880
55 Sayaka HOBARA / Hinata SUZUKI WD 19400
56 Pichamon PHATCHARAPHISUTSIN / Nannapas SUKKLAD WD 19230
57 Meilysa Trisas PUSPITA SARI / Rachel Allessya ROSE WD 19160
58 Johanna MAGNUSSON / Clara NISTAD WD 18750
59 Flavie VALLET / Emilie VERCELOT WD 18335
60 Moa SJOO / Tilda SJOO WD 17974
61 Febby Valencia Dwijayanti GANI / Ribka SUGIARTO WD 17690
62 KIM Min Ji / Seung Yeon SEONG WD 17520
63 BAEK Ha Na / LEE So Hee WD 17050
64 Chloe BIRCH / Lauren SMITH WD 16957
65 Melanni MAMAHIT / Tryola NADIA WD 15845
66 CHANG Ching Hui / LEE Chih Chen WD 15513
67 Ines Lucia CASTILLO SALAZAR / Paula LA TORRE REGAL WD 15496
68 Dominika KWASNIK / Kornelia MARCZAK WD 15471
69 HSIEH Pei Shan / TSENG Yu-Chi WD 15250
70 Lorna BODHA / Kobita DOOKHEE WD 15122
71 Lanny Tria MAYASARI / Ribka SUGIARTO WD 15070
72 Amalie Cecilie KUDSK / Signe SCHULZ WD 14990
73 Rena MIYAURA / Ayako SAKURAMOTO WD 14950
74 Rutaparna PANDA / Swetaparna PANDA WD 14910
75 Serena AU YEONG / Katharina HOCHMEIR WD 14496
76 Katharina FINK / Yasmine HAMZA WD 14390
77 Amy ACKERMAN / Deidre LAURENS WD 14233
78 Sania LIMA / Tamires SANTOS WD 13857
79 Anisanaya KAMILA / Az Zahra Ditya RAMADHANI WD 13790
80 LIANG Ting Yu / WU Ti Jung WD 13220
81 Kirsten DE WIT / Alyssa TIRTOSENTONO WD 13060
82 Natasja P. ANTHONISEN / Clara GRAVERSEN WD 12820
83 Diana CORLETO SOTO / Nikte Alejandra SOTOMAYOR WD 12753
84 Leona MICHALSKI / Franziska VOLKMANN WD 12630
85 Marie CHRISTENSEN / Aimee HONG WD 12167
86 Paula Lynn OBANANA / Lauren LAM WD 12050
87 Chisato HOSHI / Miyu TAKAHASHI WD 12000
88 Alejandra Jose PAIZ QUAN / Mariana Isabel PAIZ QUAN WD 11960
89 Aminath Nabeeha ABDUL RAZZAQ / Fathimath Nabaaha ABDUL RAZZAQ WD 11790
90 Julie FINNE-IPSEN / Mai SURROW WD 11350
91 EOM Hye Won / Bo Ryeong KIM WD 11320
92 SUNG Yu-Hsuan / WANG Szu-Min WD 10920
93 LI Wenmei / LIU Xuanxuan WD 10920
94 Kasturi RADHAKRISHNAN / Venosha RADHAKRISHNAN WD 10850
95 Lanny Tria MAYASARI / Jesita Putri MIANTORO WD 10842
96 Palak ARORA / Unnati HOODA WD 10810
97 Hsuan-Yu Wendy CHEN / Gronya SOMERVILLE WD 10699
98 HU Ling Fang / LIN Xiao Min WD 10490
99 CHANG Ye Na / JUNG Kyung Eun WD 10270
100 Anna KUPCA / Jekaterina ROMANOVA WD 10260"
4,2023-01-23,XD,"1 ZHENG Siwei / HUANG Yaqiong XD 112400
2 Yuta WATANABE / Arisa HIGASHINO XD 89660
3 WANG Yilyu / HUANG Dongping XD 85050
4 Dechapol PUAVARANUKROH / Sapsiree TAERATTANACHAI XD 80870
5 Thom GICQUEL / Delphine DELRUE XD 67100
6 TAN Kian Meng / LAI Pei Jing XD 61440
7 GOH Soon Huat / LAI Shevon Jemie XD 58450
8 Mark LAMSFUSS / Isabel HERTTRICH XD 56660
9 Rinov RIVALDY / Pitha Haningtyas MENTARI XD 56270
10 Supak JOMKOH / Supissara PAEWSAMPRAN XD 55620
11 SEO Seung Jae / CHAE YuJung XD 53770
12 Robin TABELING / Selena PIEK XD 53143
13 Rehan Naufal KUSHARJANTO / Lisa Ayu KUSUMAWATI XD 51200
14 Mathias CHRISTIANSEN / Alexandra BØJE XD 48210
15 Yuki KANEKO / Misaki MATSUTOMO XD 48060
16 KIM Won Ho / JEONG Na Eun XD 46700
17 Dejan FERDINANSYAH / Gloria Emanuelle WIDJAJA XD 46170
18 Kyohei YAMASHITA / Naru SHINOYA XD 46110
19 TANG Chun Man / TSE Ying Suet XD 43720
20 HEE Yong Kai Terry / TAN Wei Han XD 42860
21 LEE Chun Hei Reginald / NG Tsz Yau XD 36830
22 Adam HALL / Julie MACPHERSON XD 36814
23 HOO Pang Ron / TOH Ee Wei XD 36780
24 Hiroki MIDORIKAWA / Natsu SAITO XD 35850
25 Jones Ralfy JANSEN / Linda EFLER XD 35380
26 YE Hong Wei / LEE Chia Hsin XD 34710
27 Ishaan BHATNAGAR / Tanisha CRASTO XD 34260
28 Mikkel MIKKELSEN / Rikke SØBY XD 32100
29 Zachariah Josiahno SUMANTI / Hediana JULIMARBELA XD 31730
30 Gregory MAIRS / Jenny MOORE XD 31610
31 YANG Po-Hsuan / HU Ling Fang XD 31560
32 Mathias THYRRI / Amalie MAGELUND XD 30890
33 Ty Alexander LINDEMAN / Josephine WU XD 30600
34 CHAN Peng Soon / CHEAH Yee See XD 29270
35 Vinson CHIU / Jennie GAI XD 28650
36 Callum HEMMING / Jessica PUGH XD 28290
37 CHANG Ko-Chi / LEE Chih Chen XD 28020
38 GUO Xinwa / ZHANG Shuxian XD 27700
39 KO Sung Hyun / EOM Hye Won XD 27580
40 William VILLEGER / Anne TRAN XD 27100
41 Fabricio FARIAS / Jaqueline LIMA XD 26850
42 FENG Yanzhe / HUANG Dongping XD 26250
43 Yujiro NISHIKAWA / Saori OZAKI XD 25690
44 LEE Jhe-Huei / HSU Ya Ching XD 25270
45 Praveen JORDAN / Melati Daeva OKTAVIANTI XD 25070
46 Marcus ELLIS / Lauren SMITH XD 24090
47 Akbar Bintang CAHYONO / Marsheilla Gischa ISLAMI XD 24080
48 Adnan MAULANA / Mychelle Crhystine BANDASO XD 23330
49 Sumiya NIHEI / Minami ASAKURA XD 22250
50 CHANG Tak Ching / NG Wing Yung XD 22040
51 CHEN Tang Jie / Zi Xuan VALEREE SIOW XD 21780
52 Venkat Gaurav PRASAD / Juhi DEWANGAN XD 21150
53 Adham Hatem ELGAMAL / Doha HANY XD 20980
54 Jan Colin VÖLKER / Stine KÜSPERT XD 20090
55 Lucas CORVEE / Sharone BAUER XD 19150
56 Mihajlo TOMIC / Andjela VITMAN XD 19140
57 CHEN Tang Jie / TOH Ee Wei XD 18320
58 CHEN Tang Jie / PECK Yen Wei XD 18080
59 Amri SYAHNAWI / Winny Oktavina KANDOW XD 17930
60 SOLIS JONATHAN / Diana CORLETO SOTO XD 17590
61 Patrick SCHEIEL / Franziska VOLKMANN XD 17290
62 Misha ZILBERMAN / Svetlana Zilberman (Beliasova) XD 16950
63 OU Xuanyi / HUANG Yaqiong XD 16940
64 Koceila MAMMERI / Tanina Violette MAMMERI XD 16040
65 Rohan KAPOOR / REDDY N. Sikki XD 15890
66 Ruttanapak OUPTHONG / Kwanchanok SUDJAIPRAPARAT XD 15830
67 Nyl YAKURA / Crystal LAI XD 15680
68 Jesper TOFT / Clara GRAVERSEN XD 15360
69 CHIU Hsiang Chieh / LIN Xiao Min XD 15300
70 Hafiz FAIZAL / Serena KANI XD 15080
71 Ruttanapak OUPTHONG / Chasinee KOREPAP XD 15070
72 Davi SILVA / Sania LIMA XD 14630
73 HOO Pang Ron / TEOH Mei Xing XD 14260
74 Ties VAN DER LECQ / Debora JILLE XD 14160
75 SOONG Joo Ven / GOH Liu Ying XD 14120
76 Ratchapol MAKKASASITHORN / Kwanchanok SUDJAIPRAPARAT XD 14010
77 Philip BIRKER / Katharina HOCHMEIR XD 13830
78 REDDY B. Sumeeth / Ashwini PONNAPPA XD 13750
79 JIANG Zhenbang / WEI Yaxin XD 13530
80 Oliver LEYDON-DAVIS / Anona PAK XD 12840
81 Hussein Zayan SHAHEED / Fathimath Nabaaha ABDUL RAZZAQ XD 12670
82 Jafar HIDAYATULLAH / Aisyah Salsabila Putri PRANATA XD 12440
83 Naoki YAMADA / Moe IKEUCHI XD 12400
84 CHOONG Hon Jian / PECK Yen Wei XD 12320
85 Nithin H.V. / Poorvisha S RAM XD 11730
86 Pawel SMILOWSKI / Wiktoria ADAMEK XD 11690
87 Joshua YUAN / Allison LEE XD 11610
88 LAW Cheuk Him / YEUNG Nga Ting XD 11550
89 Mads VESTERGAARD / Christine BUSCH XD 11520
90 ONG Yew Sin / GOH Liu Ying XD 11510
91 YEUNG Ming Nok / YEUNG Pui Lam XD 11040
92 FENG Yanzhe / LIN Fangling XD 11000
93 Fabien DELRUE / Vimala HERIAU XD 11000
94 Ratchapol MAKKASASITHORN / Chasinee KOREPAP XD 10850
95 CHENG Xing / CHEN Fanghui XD 10830
96 Joan MONROY / Ania SETIEN XD 10653
97 Ghana Muhammad AL ILHAM / Indah Cahya Sari JAMIL XD 10340
98 Christopher GRIMLEY / Eleanor O'DONNELL XD 10270
99 Emil LAURITZEN / Signe SCHULZ XD 10250
100 Diego MINI / Paula LA TORRE REGAL XD 10150"
