,date,draw,top_100,country
0,2023-10-23,MS,"Viktor AXELSEN 1 MS 107455
Anthony Sinisuka GINTING 2 MS 86611
Kodai NARAOKA 3 MS 82015
Kunlavut VITIDSARN 4 MS 79778
LI Shifeng 5 MS 78548
Jonatan CHRISTIE 6 MS 76921
SHI Yuqi 7 MS 76874
PRANNOY H. S. 8 MS 76037
LOH Kean Yew 9 MS 69412
Anders ANTONSEN 10 MS 66610
LEE Zii Jia 11 MS 65776
LU Guangzu 12 MS 62580
Kenta NISHIMOTO 13 MS 61757
CHOU Tien Chen 14 MS 60867
Kanta TSUNEYAMA 15 MS 60441
LEE Cheuk Yiu 16 MS 59314
Lakshya SEN 17 MS 57851
Tze Yong NG 18 MS 57040
WENG Hongyang 19 MS 56440
NG Ka Long Angus 20 MS 54522
Rasmus GEMKE 21 MS 50139
KIDAMBI Srikanth 22 MS 49233
Chico Aura DWI WARDOYO 23 MS 49064
LIN Chun-Yi 24 MS 48408
Toma Junior POPOV 25 MS 46267
Koki WATANABE 26 MS 44737
WANG Tzu Wei 27 MS 44140
Brian YANG 28 MS 43086
Christo POPOV 29 MS 40811
Priyanshu RAJAWAT 30 MS 40170
Magnus JOHANNESEN 31 MS 39630
Kantaphon WANGCHAROEN 32 MS 38024
ZHAO Junpeng 33 MS 37668
SU Li Yang 34 MS 35720
Kiran GEORGE 35 MS 34910
Chia Hao LEE 36 MS 34298
Misha ZILBERMAN 37 MS 33814
Nhat NGUYEN 38 MS 33469
Shesar Hiren RHUSTAVITO 39 MS 33420
LEONG Jun Hao 40 MS 31258
Mads CHRISTOPHERSEN 41 MS 31240
Julien CARRAGGI 42 MS 30448
Arnaud MERKLE 43 MS 30330
Takuma OBAYASHI 44 MS 29990
CHI Yu Jen 45 MS 29920
Jan LOUDA 46 MS 29230
Kento MOMOTA 47 MS 28700
JEON Hyeok Jin 48 MS 28369
Kevin CORDON 49 MS 28302
HUANG Yu Kai 50 MS 28280
Ygor COELHO 51 MS 28250
Mark CALJOUW 52 MS 27814
Kalle KOLJONEN 53 MS 27511
LEI Lanxi 54 MS 26917
Yushi TANAKA 55 MS 26730
Mithun MANJUNATH 56 MS 26290
Alex LANIER 57 MS 26130
Uriel Francisco CANJURA ARTIGA 58 MS 25920
Sitthikom THAMMASIN 59 MS 25234
Jonathan MATIAS 60 MS 25181
CHEAM June Wei 61 MS 24650
Victor SVENDSEN 62 MS 23860
Ade Resky DWICAHYO 63 MS 23530
Hans-Kristian Solberg VITTINGHUS 64 MS 23510
Pablo ABIAN 65 MS 22010
Luís Enrique PEÑALVER 66 MS 21993
Kai SCHAEFER 67 MS 21828
Koo TAKAHASHI 68 MS 21760
S.Sankar Muthusamy SUBRAMANIAN 69 MS 21670
JUSTIN HOH Shou Wei 70 MS 21400
SAI PRANEETH B. 71 MS 21220
Dmitriy PANARIN 72 MS 21146
Sameer VERMA 73 MS 21100
LE Duc Phat 74 MS 20820
LIAO Jhuo-Fu 75 MS 20773
Jia Heng Jason TEH 76 MS 20666
SOONG Joo Ven 77 MS 20270
CHAN Yin Chak 78 MS 20220
Viren NETTASINGHE 79 MS 20160
Fabian ROTH 80 MS 19890
Giovanni TOTI 81 MS 19682
Christian ADINATA 82 MS 19640
LIEW Daren 83 MS 19210
Fabio CAPONIO 84 MS 19065
Joran KWEEKEL 85 MS 18383
Sathish Kumar KARUNAKARAN 86 MS 18380
Joakim OLDORFF 87 MS 18310
DANYLO BOSNIUK 88 MS 18238
Lucas CLAERBOUT 89 MS 18070
Tommy SUGIARTO 90 MS 18030
Felix BURESTEDT 91 MS 17825
Collins Valentine FILIMON 92 MS 17770
Howard SHU 93 MS 16979
Max WEISSKIRCHEN 94 MS 16960
NGUYEN Hai Dang 95 MS 16820
WANG Po-Wei 96 MS 16690
Anuoluwapo Juwon OPEYORI 97 MS 16582
Riku HATANO 98 MS 16480
KUO Kuan Lin 99 MS 16050
Luis Ramon GARRIDO 100 MS 16046","['https://badmintonstatistics.net/img/flags/Denmark.png', 'https://badmintonstatistics.net/img/flags/Indonesia.png', 'https://badmintonstatistics.net/img/flags/Japan.png', 'https://badmintonstatistics.net/img/flags/Thailand.png', 'https://badmintonstatistics.net/img/flags/China.png', 'https://badmintonstatistics.net/img/flags/Indonesia.png', 'https://badmintonstatistics.net/img/flags/China.png', 'https://badmintonstatistics.net/img/flags/India.png', 'https://badmintonstatistics.net/img/flags/Singapore.png', 'https://badmintonstatistics.net/img/flags/Denmark.png', 'https://badmintonstatistics.net/img/flags/Malaysia.png', 'https://badmintonstatistics.net/img/flags/China.png', 'https://badmintonstatistics.net/img/flags/Japan.png', 'https://badmintonstatistics.net/img/flags/Chinese%20Taipei.png', 'https://badmintonstatistics.net/img/flags/Japan.png', 'https://badmintonstatistics.net/img/flags/Hong%20Kong.png', 'https://badmintonstatistics.net/img/flags/India.png', 'https://badmintonstatistics.net/img/flags/Malaysia.png', 'https://badmintonstatistics.net/img/flags/China.png', 'https://badmintonstatistics.net/img/flags/Hong%20Kong.png', 'https://badmintonstatistics.net/img/flags/Denmark.png', 'https://badmintonstatistics.net/img/flags/India.png', 'https://badmintonstatistics.net/img/flags/Indonesia.png', 'https://badmintonstatistics.net/img/flags/Chinese%20Taipei.png', 'https://badmintonstatistics.net/img/flags/France.png', 'https://badmintonstatistics.net/img/flags/Japan.png', 'https://badmintonstatistics.net/img/flags/Chinese%20Taipei.png', 'https://badmintonstatistics.net/img/flags/Canada.png', 'https://badmintonstatistics.net/img/flags/France.png', 'https://badmintonstatistics.net/img/flags/India.png', 'https://badmintonstatistics.net/img/flags/Denmark.png', 'https://badmintonstatistics.net/img/flags/Thailand.png', 'https://badmintonstatistics.net/img/flags/China.png', 'https://badmintonstatistics.net/img/flags/Chinese%20Taipei.png', 'https://badmintonstatistics.net/img/flags/India.png', 'https://badmintonstatistics.net/img/flags/Chinese%20Taipei.png', 'https://badmintonstatistics.net/img/flags/Israel.png', 'https://badmintonstatistics.net/img/flags/Ireland.png', 'https://badmintonstatistics.net/img/flags/Indonesia.png', 'https://badmintonstatistics.net/img/flags/Malaysia.png', 'https://badmintonstatistics.net/img/flags/Denmark.png', 'https://badmintonstatistics.net/img/flags/Belgium.png', 'https://badmintonstatistics.net/img/flags/France.png', 'https://badmintonstatistics.net/img/flags/Japan.png', 'https://badmintonstatistics.net/img/flags/Chinese%20Taipei.png', 'https://badmintonstatistics.net/img/flags/Czech%20Republic.png', 'https://badmintonstatistics.net/img/flags/Japan.png', 'https://badmintonstatistics.net/img/flags/Korea.png', 'https://badmintonstatistics.net/img/flags/Guatemala.png', 'https://badmintonstatistics.net/img/flags/Chinese%20Taipei.png', 'https://badmintonstatistics.net/img/flags/Brazil.png', 'https://badmintonstatistics.net/img/flags/Netherlands.png', 'https://badmintonstatistics.net/img/flags/Finland.png', 'https://badmintonstatistics.net/img/flags/China.png', 'https://badmintonstatistics.net/img/flags/Japan.png', 'https://badmintonstatistics.net/img/flags/India.png', 'https://badmintonstatistics.net/img/flags/France.png', 'https://badmintonstatistics.net/img/flags/El%20Salvador.png', 'https://badmintonstatistics.net/img/flags/Thailand.png', 'https://badmintonstatistics.net/img/flags/Brazil.png', 'https://badmintonstatistics.net/img/flags/Malaysia.png', 'https://badmintonstatistics.net/img/flags/Denmark.png', 'https://badmintonstatistics.net/img/flags/Azerbaijan.png', 'https://badmintonstatistics.net/img/flags/Denmark.png', 'https://badmintonstatistics.net/img/flags/Spain.png', 'https://badmintonstatistics.net/img/flags/Spain.png', 'https://badmintonstatistics.net/img/flags/Germany.png', 'https://badmintonstatistics.net/img/flags/Japan.png', 'https://badmintonstatistics.net/img/flags/India.png', 'https://badmintonstatistics.net/img/flags/Malaysia.png', 'https://badmintonstatistics.net/img/flags/India.png', 'https://badmintonstatistics.net/img/flags/Kazakhstan.png', 'https://badmintonstatistics.net/img/flags/India.png', 'https://badmintonstatistics.net/img/flags/Vietnam.png', 'https://badmintonstatistics.net/img/flags/Chinese%20Taipei.png', 'https://badmintonstatistics.net/img/flags/Singapore.png', 'https://badmintonstatistics.net/img/flags/Malaysia.png', 'https://badmintonstatistics.net/img/flags/Hong%20Kong.png', 'https://badmintonstatistics.net/img/flags/Sri%20Lanka.png', 'https://badmintonstatistics.net/img/flags/Germany.png', 'https://badmintonstatistics.net/img/flags/Italy.png', 'https://badmintonstatistics.net/img/flags/Indonesia.png', 'https://badmintonstatistics.net/img/flags/Malaysia.png', 'https://badmintonstatistics.net/img/flags/Italy.png', 'https://badmintonstatistics.net/img/flags/Netherlands.png', 'https://badmintonstatistics.net/img/flags/India.png', 'https://badmintonstatistics.net/img/flags/Finland.png', 'https://badmintonstatistics.net/img/flags/Ukraine.png', 'https://badmintonstatistics.net/img/flags/France.png', 'https://badmintonstatistics.net/img/flags/Indonesia.png', 'https://badmintonstatistics.net/img/flags/Sweden.png', 'https://badmintonstatistics.net/img/flags/Romania.png', 'https://badmintonstatistics.net/img/flags/U.S.A..png', 'https://badmintonstatistics.net/img/flags/Germany.png', 'https://badmintonstatistics.net/img/flags/Vietnam.png', 'https://badmintonstatistics.net/img/flags/Chinese%20Taipei.png', 'https://badmintonstatistics.net/img/flags/Nigeria.png', 'https://badmintonstatistics.net/img/flags/Japan.png', 'https://badmintonstatistics.net/img/flags/Chinese%20Taipei.png', 'https://badmintonstatistics.net/img/flags/Mexico.png']"
1,2023-10-23,WS,"Se Young AN 1 WS 113314
Akane YAMAGUCHI 2 WS 100717
CHEN Yufei 3 WS 96446
TAI Tzu Ying 4 WS 88486
Carolina MARIN 5 WS 83700
HE Bingjiao 6 WS 80674
Gregoria Mariska TUNJUNG 7 WS 68991
HAN Yue 8 WS 68108
Ratchanok INTANON 9 WS 64823
PUSARLA V. Sindhu 10 WS 62640
WANG Zhiyi 11 WS 62390
Beiwen ZHANG 12 WS 60710
Pornpawee CHOCHUWONG 13 WS 56099
ZHANG Yiman 14 WS 55604
Busanan ONGBAMRUNGPHAN 15 WS 54444
Mia BLICHFELDT 16 WS 53399
Supanida KATETHONG 17 WS 53379
KIM Ga Eun 18 WS 52366
Aya OHORI 19 WS 50389
Thuy Linh NGUYEN 20 WS 45550
Michelle LI 21 WS 45291
YEO Jia Min 22 WS 44670
Line Højmark KJAERSFELDT 23 WS 44091
Wen Chi HSU 24 WS 43342
Yvonne LI 25 WS 42390
Kirsty GILMOUR 26 WS 40609
PAI Yu Po 27 WS 40440
GOH Jin Wei 28 WS 39263
Saena KAWAKAMI 29 WS 38412
Putri Kusuma WARDANI 30 WS 38189
Line CHRISTOPHERSEN 31 WS 37744
Nozomi OKUHARA 32 WS 37710
SUNG Shuo Yun 33 WS 37563
GAO Fangjie 34 WS 37095
Natsuki NIDAIRA 35 WS 37090
Neslihan YIGIT 36 WS 34490
SIM Yu Jin 37 WS 34239
AAKARSHI KASHYAP 38 WS 33059
Iris WANG 39 WS 30990
THET HTAR THUZAR 40 WS 30470
Lianne TAN 41 WS 30283
Phittayaporn CHAIWAN 42 WS 30047
Lauren LAM 43 WS 29110
Clara AZURMENDI 44 WS 28826
Kristin KUUBA 45 WS 28511
LIN Hsiang Ti 46 WS 28210
HUANG Yu-Hsun 47 WS 27800
Ashmita CHALIHA 48 WS 27030
Malvika BANSOD 49 WS 26800
Julie Dawall JAKOBSEN 50 WS 26620
Wendy ZHANG 51 WS 26315
Pornpicha CHOEIKEEWONG 52 WS 25673
Pitchamon OPATNIPUT 53 WS 25530
Ester Nurumi Tri WARDOYO 54 WS 25480
QI Xuefei 55 WS 25309
TANYA HEMANTH 56 WS 24300
Letshanaa A. KARUPATHEVAN 57 WS 24084
Riko GUNJI 58 WS 23970
Rachael DARRAGH 59 WS 23635
LIANG Ting Yu 60 WS 23490
LéOnice HUET 61 WS 23358
Saina NEHWAL 62 WS 23180
Keisha Fatimah AZ ZAHRA 63 WS 23170
Ines Lucia CASTILLO SALAZAR 64 WS 22929
Polina BUHROVA 65 WS 22874
Jenjira STADELMANN 66 WS 22833
Juliana Viana VIEIRA 67 WS 22709
KISONA Selvaduray 68 WS 22571
CHIU Pin-Chian 69 WS 22440
Komang Ayu Cahya DEWI 70 WS 22240
Vivien SANDORHAZI 71 WS 21919
Rachel CHAN 72 WS 21340
Talia NG 73 WS 21203
Tasnim MIR 74 WS 21110
HUANG Ching Ping 75 WS 20840
Amalie SCHULZ 76 WS 20790
Ksenia POLIKARPOVA 77 WS 19980
Tiffany HO 78 WS 19590
Kaloyana NALBANTOVA 79 WS 19510
Tereza ŠVÁBÍKOVÁ 80 WS 19351
Manami SUIZU 81 WS 19320
Vanessa Maricela GARCIA CONTRERAS 82 WS 18604
Anupama UPADHYAYA 83 WS 18056
Aditi BHATT 84 WS 17600
SAMIYA IMAD FAROOQUI 85 WS 17560
Asuka TAKAHASHI 86 WS 17360
Ling Ching WONG 87 WS 17274
Yasmine HAMZA 88 WS 17199
Sabrina SOLIS 89 WS 17110
Rosy Oktavia PANCASARI 90 WS 16710
Eliana ZHANG 91 WS 16700
Johanita SCHOLTZ 92 WS 16539
Hina AKECHI 93 WS 16320
Yulia Yosephin SUSANTO 94 WS 16250
Tomoka MIYAZAKI 95 WS 16170
GADDE Ruthvika Shivani 96 WS 15960
Jennie GAI 97 WS 15828
Akari KURIHARA 98 WS 15824
INSYIRAH Khan 99 WS 15819
Agnes KOROSI 100 WS 15730","['https://badmintonstatistics.net/img/flags/Korea.png', 'https://badmintonstatistics.net/img/flags/Japan.png', 'https://badmintonstatistics.net/img/flags/China.png', 'https://badmintonstatistics.net/img/flags/Chinese%20Taipei.png', 'https://badmintonstatistics.net/img/flags/Spain.png', 'https://badmintonstatistics.net/img/flags/China.png', 'https://badmintonstatistics.net/img/flags/Indonesia.png', 'https://badmintonstatistics.net/img/flags/China.png', 'https://badmintonstatistics.net/img/flags/Thailand.png', 'https://badmintonstatistics.net/img/flags/India.png', 'https://badmintonstatistics.net/img/flags/China.png', 'https://badmintonstatistics.net/img/flags/U.S.A..png', 'https://badmintonstatistics.net/img/flags/Thailand.png', 'https://badmintonstatistics.net/img/flags/China.png', 'https://badmintonstatistics.net/img/flags/Thailand.png', 'https://badmintonstatistics.net/img/flags/Denmark.png', 'https://badmintonstatistics.net/img/flags/Thailand.png', 'https://badmintonstatistics.net/img/flags/Korea.png', 'https://badmintonstatistics.net/img/flags/Japan.png', 'https://badmintonstatistics.net/img/flags/Vietnam.png', 'https://badmintonstatistics.net/img/flags/Canada.png', 'https://badmintonstatistics.net/img/flags/Singapore.png', 'https://badmintonstatistics.net/img/flags/Denmark.png', 'https://badmintonstatistics.net/img/flags/Chinese%20Taipei.png', 'https://badmintonstatistics.net/img/flags/Germany.png', 'https://badmintonstatistics.net/img/flags/Scotland.png', 'https://badmintonstatistics.net/img/flags/Chinese%20Taipei.png', 'https://badmintonstatistics.net/img/flags/Malaysia.png', 'https://badmintonstatistics.net/img/flags/Japan.png', 'https://badmintonstatistics.net/img/flags/Indonesia.png', 'https://badmintonstatistics.net/img/flags/Denmark.png', 'https://badmintonstatistics.net/img/flags/Japan.png', 'https://badmintonstatistics.net/img/flags/Chinese%20Taipei.png', 'https://badmintonstatistics.net/img/flags/China.png', 'https://badmintonstatistics.net/img/flags/Japan.png', 'https://badmintonstatistics.net/img/flags/Turkey.png', 'https://badmintonstatistics.net/img/flags/Korea.png', 'https://badmintonstatistics.net/img/flags/India.png', 'https://badmintonstatistics.net/img/flags/U.S.A..png', 'https://badmintonstatistics.net/img/flags/Myanmar.png', 'https://badmintonstatistics.net/img/flags/Belgium.png', 'https://badmintonstatistics.net/img/flags/Thailand.png', 'https://badmintonstatistics.net/img/flags/U.S.A..png', 'https://badmintonstatistics.net/img/flags/Spain.png', 'https://badmintonstatistics.net/img/flags/Estonia.png', 'https://badmintonstatistics.net/img/flags/Chinese%20Taipei.png', 'https://badmintonstatistics.net/img/flags/Chinese%20Taipei.png', 'https://badmintonstatistics.net/img/flags/India.png', 'https://badmintonstatistics.net/img/flags/India.png', 'https://badmintonstatistics.net/img/flags/Denmark.png', 'https://badmintonstatistics.net/img/flags/Canada.png', 'https://badmintonstatistics.net/img/flags/Thailand.png', 'https://badmintonstatistics.net/img/flags/Thailand.png', 'https://badmintonstatistics.net/img/flags/Indonesia.png', 'https://badmintonstatistics.net/img/flags/France.png', 'https://badmintonstatistics.net/img/flags/India.png', 'https://badmintonstatistics.net/img/flags/Malaysia.png', 'https://badmintonstatistics.net/img/flags/Japan.png', 'https://badmintonstatistics.net/img/flags/Ireland.png', 'https://badmintonstatistics.net/img/flags/Chinese%20Taipei.png', 'https://badmintonstatistics.net/img/flags/France.png', 'https://badmintonstatistics.net/img/flags/India.png', 'https://badmintonstatistics.net/img/flags/Indonesia.png', 'https://badmintonstatistics.net/img/flags/Peru.png', 'https://badmintonstatistics.net/img/flags/Ukraine.png', 'https://badmintonstatistics.net/img/flags/Switzerland.png', 'https://badmintonstatistics.net/img/flags/Brazil.png', 'https://badmintonstatistics.net/img/flags/Malaysia.png', 'https://badmintonstatistics.net/img/flags/Chinese%20Taipei.png', 'https://badmintonstatistics.net/img/flags/Indonesia.png', 'https://badmintonstatistics.net/img/flags/Hungary.png', 'https://badmintonstatistics.net/img/flags/Canada.png', 'https://badmintonstatistics.net/img/flags/Canada.png', 'https://badmintonstatistics.net/img/flags/India.png', 'https://badmintonstatistics.net/img/flags/Chinese%20Taipei.png', 'https://badmintonstatistics.net/img/flags/Denmark.png', 'https://badmintonstatistics.net/img/flags/Israel.png', 'https://badmintonstatistics.net/img/flags/Australia.png', 'https://badmintonstatistics.net/img/flags/Bulgaria.png', 'https://badmintonstatistics.net/img/flags/Czech%20Republic.png', 'https://badmintonstatistics.net/img/flags/Japan.png', 'https://badmintonstatistics.net/img/flags/Mexico.png', 'https://badmintonstatistics.net/img/flags/India.png', 'https://badmintonstatistics.net/img/flags/India.png', 'https://badmintonstatistics.net/img/flags/India.png', 'https://badmintonstatistics.net/img/flags/Japan.png', 'https://badmintonstatistics.net/img/flags/Malaysia.png', 'https://badmintonstatistics.net/img/flags/Italy.png', 'https://badmintonstatistics.net/img/flags/Mexico.png', 'https://badmintonstatistics.net/img/flags/Indonesia.png', 'https://badmintonstatistics.net/img/flags/Canada.png', 'https://badmintonstatistics.net/img/flags/South%20Africa.png', 'https://badmintonstatistics.net/img/flags/Japan.png', 'https://badmintonstatistics.net/img/flags/Indonesia.png', 'https://badmintonstatistics.net/img/flags/Japan.png', 'https://badmintonstatistics.net/img/flags/India.png', 'https://badmintonstatistics.net/img/flags/U.S.A..png', 'https://badmintonstatistics.net/img/flags/Japan.png', 'https://badmintonstatistics.net/img/flags/Singapore.png', 'https://badmintonstatistics.net/img/flags/Hungary.png']"
